Time(s),NodeId,QueueSize(packets)
11.00,8,64
11.00,9,64
11.00,10,64
11.00,11,64
11.00,12,64
11.00,13,64
11.00,14,64
11.00,15,64
11.00,16,0
11.00,17,64
11.00,18,64
11.00,19,64
12.00,0,64
12.00,1,64
12.00,2,64
12.00,3,9
12.00,4,0
12.00,5,0
12.00,6,64
12.00,7,64
12.00,8,64
12.00,9,64
12.00,10,64
12.00,11,48
12.00,12,64
12.00,13,1
12.00,14,0
12.00,15,64
12.00,16,48
12.00,17,0
12.00,18,64
12.00,19,64
13.00,0,64
13.00,1,64
13.00,2,46
13.00,3,64
13.00,4,0
13.00,5,21
13.00,6,64
13.00,7,64
13.00,8,0
13.00,9,64
13.00,10,64
13.00,11,64
13.00,12,64
13.00,13,0
13.00,14,10
13.00,15,64
13.00,16,64
13.00,17,64
13.00,18,64
13.00,19,64
14.00,0,17
14.00,1,64
14.00,2,0
14.00,3,30
14.00,4,0
14.00,5,0
14.00,6,64
14.00,7,64
14.00,8,64
14.00,9,64
14.00,10,64
14.00,11,64
14.00,12,64
14.00,13,25
14.00,14,10
14.00,15,64
14.00,16,64
14.00,17,0
14.00,18,64
14.00,19,64
15.00,0,64
15.00,1,64
15.00,2,6
15.00,3,18
15.00,4,0
15.00,5,0
15.00,6,0
15.00,7,64
15.00,8,64
15.00,9,64
15.00,10,64
15.00,11,63
15.00,12,64
15.00,13,0
15.00,14,0
15.00,15,64
15.00,16,64
15.00,17,0
15.00,18,64
15.00,19,64
16.00,0,64
16.00,1,64
16.00,2,64
16.00,3,21
16.00,4,0
16.00,5,0
16.00,6,0
16.00,7,64
16.00,8,0
16.00,9,64
16.00,10,64
16.00,11,0
16.00,12,64
16.00,13,64
16.00,14,64
16.00,15,64
16.00,16,25
16.00,17,0
16.00,18,64
16.00,19,52
17.00,0,64
17.00,1,64
17.00,2,64
17.00,3,64
17.00,4,0
17.00,5,20
17.00,6,64
17.00,7,64
17.00,8,64
17.00,9,56
17.00,10,64
17.00,11,0
17.00,12,64
17.00,13,64
17.00,14,0
17.00,15,64
17.00,16,6
17.00,17,18
17.00,18,64
17.00,19,64
18.00,0,64
18.00,1,64
18.00,2,6
18.00,3,3
18.00,4,0
18.00,5,64
18.00,6,0
18.00,7,64
18.00,8,64
18.00,9,64
18.00,10,64
18.00,11,64
18.00,12,64
18.00,13,39
18.00,14,4
18.00,15,64
18.00,16,30
18.00,17,0
18.00,18,64
18.00,19,64
19.00,0,64
19.00,1,64
19.00,2,7
19.00,3,28
19.00,4,0
19.00,5,64
19.00,6,64
19.00,7,64
19.00,8,64
19.00,9,64
19.00,10,64
19.00,11,64
19.00,12,64
19.00,13,64
19.00,14,0
19.00,15,64
19.00,16,0
19.00,17,0
19.00,18,64
19.00,19,64
20.00,0,64
20.00,1,64
20.00,2,0
20.00,3,0
20.00,4,60
20.00,5,50
20.00,6,22
20.00,7,64
20.00,8,64
20.00,9,64
20.00,10,64
20.00,11,64
20.00,12,64
20.00,13,64
20.00,14,57
20.00,15,64
20.00,16,0
20.00,17,30
20.00,18,64
20.00,19,64
21.00,0,64
21.00,1,64
21.00,2,12
21.00,3,0
21.00,4,0
21.00,5,0
21.00,6,64
21.00,7,64
21.00,8,64
21.00,9,64
21.00,10,64
21.00,11,64
21.00,12,64
21.00,13,13
21.00,14,43
21.00,15,64
21.00,16,64
21.00,17,12
21.00,18,60
21.00,19,64
22.00,0,64
22.00,1,64
22.00,2,26
22.00,3,64
22.00,4,0
22.00,5,3
22.00,6,55
22.00,7,64
22.00,8,64
22.00,9,64
22.00,10,64
22.00,11,64
22.00,12,64
22.00,13,0
22.00,14,0
22.00,15,64
22.00,16,64
22.00,17,63
22.00,18,64
22.00,19,64
23.00,0,64
23.00,1,0
23.00,2,64
23.00,3,64
23.00,4,0
23.00,5,64
23.00,6,55
23.00,7,64
23.00,8,64
23.00,9,64
23.00,10,64
23.00,11,64
23.00,12,64
23.00,13,64
23.00,14,33
23.00,15,64
23.00,16,64
23.00,17,0
23.00,18,64
23.00,19,64
24.00,0,64
24.00,1,36
24.00,2,64
24.00,3,64
24.00,4,0
24.00,5,11
24.00,6,55
24.00,7,64
24.00,8,64
24.00,9,64
24.00,10,64
24.00,11,64
24.00,12,64
24.00,13,0
24.00,14,0
24.00,15,64
24.00,16,4
24.00,17,0
24.00,18,64
24.00,19,64
25.00,0,64
25.00,1,64
25.00,2,0
25.00,3,62
25.00,4,0
25.00,5,0
25.00,6,64
25.00,7,64
25.00,8,64
25.00,9,64
25.00,10,64
25.00,11,64
25.00,12,64
25.00,13,64
25.00,14,64
25.00,15,64
25.00,16,64
25.00,17,0
25.00,18,0
25.00,19,64
26.00,0,64
26.00,1,64
26.00,2,0
26.00,3,0
26.00,4,8
26.00,5,64
26.00,6,64
26.00,7,31
26.00,8,64
26.00,9,32
26.00,10,64
26.00,11,64
26.00,12,64
26.00,13,0
26.00,14,32
26.00,15,64
26.00,16,64
26.00,17,0
26.00,18,0
26.00,19,64
27.00,0,64
27.00,1,64
27.00,2,64
27.00,3,35
27.00,4,0
27.00,5,0
27.00,6,64
27.00,7,64
27.00,8,64
27.00,9,64
27.00,10,45
27.00,11,64
27.00,12,64
27.00,13,0
27.00,14,0
27.00,15,64
27.00,16,17
27.00,17,0
27.00,18,0
27.00,19,53
28.00,0,11
28.00,1,64
28.00,2,54
28.00,3,64
28.00,4,0
28.00,5,0
28.00,6,64
28.00,7,64
28.00,8,64
28.00,9,26
28.00,10,51
28.00,11,64
28.00,12,17
28.00,13,0
28.00,14,4
28.00,15,64
28.00,16,61
28.00,17,63
28.00,18,64
28.00,19,64
29.00,0,0
29.00,1,64
29.00,2,14
29.00,3,0
29.00,4,0
29.00,5,0
29.00,6,64
29.00,7,64
29.00,8,64
29.00,9,58
29.00,10,64
29.00,11,64
29.00,12,64
29.00,13,0
29.00,14,64
29.00,15,64
29.00,16,34
29.00,17,64
29.00,18,62
29.00,19,0
30.00,0,0
30.00,1,64
30.00,2,0
30.00,3,20
30.00,4,64
30.00,5,0
30.00,6,64
30.00,7,64
30.00,8,64
30.00,9,0
30.00,10,64
30.00,11,64
30.00,12,64
30.00,13,52
30.00,14,7
30.00,15,64
30.00,16,64
30.00,17,64
30.00,18,64
30.00,19,64
